Member_ID,First_name,Last_name,Membership_Type,Borrowing_Limit,Membership_Duration,Violations
2935,Erika,Hunt,Individual Membership,5,2,2
2936,Allison,Schneider,Family Membership,10,1,5
2937,Anthony,Smith,Student Membership,10,5,3
2938,Laurie,Bell,Student Membership,10,1,0
2939,Anne,Shelton,Student Membership,10,4,0
2940,Jamie,Allen,Individual Membership,5,2,3
2941,Stephanie,Serrano,Student Membership,10,4,3
2942,Katrina,Wright,Family Membership,10,5,3
2943,Mitchell,Garner,Family Membership,10,2,3
2944,Mary,Washington,Student Membership,10,5,3
2945,Lisa,Mejia,Student Membership,10,2,3
2946,Jesse,Kaiser,Family Membership,10,1,0
2947,Daniel,Berger,Individual Membership,5,4,3
2948,Samantha,Jackson,Individual Membership,5,5,4
2949,Elizabeth,Hanna,Student Membership,10,1,0
2950,Sharon,Bruce,Individual Membership,5,5,0
2951,Anthony,Rojas,Family Membership,10,4,1
2952,Maria,Turner,Family Membership,10,3,4
2953,Barbara,Reed,Family Membership,10,3,3
2954,William,Prince,Individual Membership,5,4,5
2955,Phyllis,Ayers,Student Membership,10,3,1
2956,Ryan,Lee,Student Membership,10,5,4
2957,Cheryl,Lowe,Family Membership,10,2,5
2958,Angela,Vega,Student Membership,10,3,2
2959,Roy,Jensen,Student Membership,10,3,5
2960,Kurt,Garcia,Individual Membership,5,1,5
2961,Sydney,Wilson,Student Membership,10,5,1
2962,Steven,Hudson,Individual Membership,5,3,4
2963,Tiffany,Livingston,Individual Membership,5,1,3
2964,James,Ramirez,Family Membership,10,3,3
2965,Suzanne,Stewart,Student Membership,10,4,5
2966,Emily,Baird,Student Membership,10,1,3
2967,Ian,Wolf,Individual Membership,5,1,3
2968,Ryan,Montoya,Student Membership,10,4,0
2969,Samuel,Kim,Student Membership,10,5,1
2970,Rodney,Jones,Individual Membership,5,2,4
2971,Elizabeth,Thompson,Family Membership,10,2,0
2972,Pamela,Watson,Student Membership,10,4,4
2973,Andrea,Tanner,Individual Membership,5,4,0
2974,Sonia,Stewart,Individual Membership,5,5,1
2975,James,Riley,Family Membership,10,4,4
2976,Nicole,Taylor,Family Membership,10,5,1
2977,Robert,Miller,Family Membership,10,5,5
2978,Logan,Miller,Student Membership,10,1,5
2979,Jessica,Anderson,Family Membership,10,1,4
2980,Michaela,Hernandez,Individual Membership,5,5,3
2981,Cheryl,Arellano,Student Membership,10,3,1
2982,Teresa,Russell,Individual Membership,5,1,2
2983,Scott,Salas,Individual Membership,5,5,1
2984,Dustin,Patel,Family Membership,10,1,2
2985,Bradley,Harper,Student Membership,10,2,5
2986,Jason,Mooney,Family Membership,10,5,4
2987,Kyle,Espinoza,Individual Membership,5,4,4
2988,Brianna,Scott,Family Membership,10,1,0
2989,Alexander,Austin,Family Membership,10,5,1
2990,Kelli,Martinez,Family Membership,10,1,2
2991,Dana,Rangel,Student Membership,10,5,3
2992,Virginia,Berry,Student Membership,10,3,4
2993,Timothy,Norman,Individual Membership,5,4,0
2994,Lynn,Gibson,Family Membership,10,1,1
2995,Ryan,Martinez,Individual Membership,5,5,2
2996,Edward,Carroll,Family Membership,10,1,0
2997,Peggy,Wagner,Student Membership,10,5,3
2998,Maria,Robinson,Student Membership,10,2,1
2999,Lance,Roberson,Student Membership,10,1,1
3000,Joe,Cole,Individual Membership,5,2,2
3001,Emily,Sweeney,Individual Membership,5,5,4
3002,Sydney,Reese,Family Membership,10,2,1
3003,Reginald,Franklin,Student Membership,10,2,4
3004,David,Williams,Individual Membership,5,2,0
3005,Tonya,Conner,Individual Membership,5,3,5
3006,James,Rodriguez,Individual Membership,5,1,1
3007,Matthew,Wiley,Individual Membership,5,3,4
3008,Nicole,Jackson,Family Membership,10,3,4
3009,Courtney,Olsen,Individual Membership,5,3,3
3010,Daniel,Tucker,Family Membership,10,4,2
3011,James,Hamilton,Individual Membership,5,2,5
3012,Stephanie,Myers,Individual Membership,5,3,4
3013,Melvin,Velez,Individual Membership,5,5,5
3014,Lorraine,Hamilton,Student Membership,10,2,4
3015,Heidi,Wilson,Student Membership,10,4,0
3016,Mark,Freeman,Individual Membership,5,3,2
3017,Christine,Hernandez,Student Membership,10,5,1
3018,Brenda,Williamson,Individual Membership,5,5,5
3019,Kayla,Chavez,Family Membership,10,4,1
3020,Donald,Singleton,Family Membership,10,4,0
3021,Sierra,Nicholson,Family Membership,10,1,3
3022,Paul,Miller,Individual Membership,5,5,5
3023,Cynthia,Cruz,Family Membership,10,5,0
3024,Miranda,Gomez,Individual Membership,5,3,5
3025,April,Wilson,Individual Membership,5,4,4
3026,Richard,Brown,Individual Membership,5,1,1
3027,Rebecca,Miller,Individual Membership,5,4,1
3028,Eddie,Duncan,Family Membership,10,2,0
3029,Willie,Smith,Family Membership,10,1,1
3030,Jason,Warren,Individual Membership,5,2,0
3031,Samuel,Flores,Family Membership,10,2,2
3032,Scott,Walls,Student Membership,10,1,5
3033,Sarah,Fischer,Student Membership,10,2,4
3034,Daniel,Dunn,Student Membership,10,2,4
3035,Katherine,Miles,Family Membership,10,1,0
3036,Jennifer,Turner,Family Membership,10,2,1
3037,Lauren,Hunter,Family Membership,10,5,2
3038,Richard,Martin,Student Membership,10,4,5
3039,Emily,Salazar,Family Membership,10,5,3
3040,Faith,Diaz,Individual Membership,5,5,2
3041,Norma,Cook,Individual Membership,5,2,0
3042,Tracey,Williams,Student Membership,10,2,5
3043,Anne,Long,Family Membership,10,3,1
3044,Jessica,Bell,Student Membership,10,1,4
3045,Emily,Ibarra,Student Membership,10,3,4
3046,Jo,Benitez,Individual Membership,5,4,1
3047,Jean,Jimenez,Individual Membership,5,3,3
3048,Lauren,Williams,Individual Membership,5,3,2
3049,Trevor,Williams,Family Membership,10,5,2
3050,Christian,Gillespie,Family Membership,10,1,5
3051,Ashley,Casey,Family Membership,10,1,1
3052,Keith,Parker,Family Membership,10,5,4
3053,Valerie,Weber,Individual Membership,5,4,2
3054,James,Johnston,Family Membership,10,4,0
3055,Katelyn,Ayala,Student Membership,10,1,1
3056,Cheryl,Hess,Individual Membership,5,1,4
3057,Joshua,Harrison,Family Membership,10,1,1
3058,Sabrina,Lawrence,Family Membership,10,2,2
3059,Cynthia,Wang,Student Membership,10,4,1
3060,Erica,Reilly,Student Membership,10,5,3
3061,Gregg,Simmons,Family Membership,10,1,3
3062,Craig,Buck,Family Membership,10,4,3
3063,Susan,Miller,Family Membership,10,3,3
3064,Debra,Herrera,Student Membership,10,3,5
3065,Alexis,Baird,Individual Membership,5,3,1
3066,Keith,Hill,Individual Membership,5,3,2
3067,Brandon,Henderson,Family Membership,10,5,3
3068,Max,Le,Family Membership,10,5,4
3069,Tony,Sullivan,Student Membership,10,4,3
3070,Craig,Mckay,Individual Membership,5,5,0
3071,Jeremy,Conner,Family Membership,10,4,4
3072,Elizabeth,Luna,Family Membership,10,5,4
3073,Michael,Lopez,Family Membership,10,3,5
3074,Kristina,Thomas,Student Membership,10,5,4
3075,Sheila,Johnson,Student Membership,10,1,3
3076,Thomas,Avery,Student Membership,10,4,4
3077,Timothy,Gutierrez,Individual Membership,5,4,1
3078,Daniel,Martinez,Family Membership,10,1,3
3079,Aaron,Velasquez,Family Membership,10,3,0
3080,Jerry,Keith,Family Membership,10,3,5
3081,Andrew,Johnson,Family Membership,10,2,2
3082,Timothy,Trevino,Family Membership,10,2,3
3083,Morgan,Oconnor,Individual Membership,5,1,0
3084,James,Moreno,Family Membership,10,1,4
3085,Robert,Wong,Student Membership,10,1,0
3086,Robyn,Paul,Individual Membership,5,3,4
3087,Carolyn,Christensen,Student Membership,10,3,4
3088,Ruben,Wade,Student Membership,10,3,1
3089,Christopher,Lewis,Family Membership,10,3,1
3090,Joseph,Williams,Family Membership,10,3,2
3091,Javier,Lewis,Individual Membership,5,1,1
3092,Nicholas,Wiggins,Student Membership,10,5,1
3093,Justin,Sullivan,Student Membership,10,5,3
3094,Charlene,Villarreal,Individual Membership,5,4,4
3095,Ryan,Gill,Individual Membership,5,1,5
3096,Steven,Davidson,Student Membership,10,4,1
3097,Joseph,Williams,Student Membership,10,1,4
3098,Tonya,Perry,Family Membership,10,2,1
3099,Jack,Moore,Student Membership,10,2,2
3100,Jenna,Nelson,Individual Membership,5,4,2
3101,Michael,Fuentes,Individual Membership,5,3,3
3102,Jillian,Lopez,Family Membership,10,3,3
3103,Amber,Gutierrez,Student Membership,10,4,0
3104,Timothy,Harris,Individual Membership,5,1,2
3105,Austin,Gray,Family Membership,10,1,1
3106,Heather,Hays,Individual Membership,5,5,4
3107,Nathaniel,Bird,Student Membership,10,4,1
3108,Bruce,Valdez,Family Membership,10,1,1
3109,Maria,Reed,Family Membership,10,2,2
3110,Angelica,Adams,Family Membership,10,3,1
3111,Charles,Russo,Student Membership,10,4,2
3112,Ashley,Larson,Individual Membership,5,4,0
3113,Stephen,Brennan,Family Membership,10,3,5
3114,Stacey,Snyder,Individual Membership,5,1,3
3115,Daniel,Clark,Individual Membership,5,5,5
3116,Brenda,Collins,Individual Membership,5,2,4
3117,Tony,Evans,Individual Membership,5,2,5
3118,Christopher,Tucker,Family Membership,10,5,0
3119,Clarence,Jensen,Family Membership,10,3,5
3120,Cindy,Thompson,Student Membership,10,2,2
3121,Dennis,Bonilla,Student Membership,10,4,4
3122,Michael,Myers,Family Membership,10,2,4
3123,Diane,Contreras,Individual Membership,5,5,3
3124,Kelly,Donovan,Student Membership,10,1,3
3125,Scott,Munoz,Student Membership,10,5,4
3126,Mary,Kim,Student Membership,10,2,4
3127,Stephanie,Campbell,Family Membership,10,1,5
3128,Margaret,Hernandez,Family Membership,10,2,3
3129,Cassandra,Ruiz,Family Membership,10,1,5
3130,Zachary,Adams,Family Membership,10,1,4
3131,Eric,Johnson,Student Membership,10,1,0
3132,Nicole,Sanders,Individual Membership,5,1,5
3133,Michael,Robinson,Student Membership,10,3,3
3134,Melissa,Moses,Family Membership,10,5,0
3135,Pamela,Clark,Individual Membership,5,3,0
3136,Krista,Riggs,Family Membership,10,1,3
3137,Christopher,Chavez,Student Membership,10,1,1
3138,Cynthia,Luna,Individual Membership,5,4,3
3139,Andrew,Foster,Family Membership,10,1,4
3140,Elizabeth,Garcia,Family Membership,10,3,5
3141,Dawn,Rice,Individual Membership,5,3,4
3142,Micheal,Higgins,Family Membership,10,1,5
3143,Austin,Carey,Student Membership,10,3,1
3144,Tanya,Norton,Student Membership,10,5,5
3145,Debbie,Phillips,Family Membership,10,3,2
3146,Dennis,Jones,Family Membership,10,2,0
3147,Miguel,Johnson,Family Membership,10,1,0
3148,Karen,Nguyen,Family Membership,10,4,2
3149,John,Walker,Student Membership,10,5,1
3150,Justin,Anderson,Individual Membership,5,2,2
3151,James,Hall,Individual Membership,5,1,4
3152,Rachel,Curry,Family Membership,10,3,1
3153,Bryan,Armstrong,Family Membership,10,2,5
3154,Sara,Cervantes,Individual Membership,5,4,3
3155,Matthew,Hines,Student Membership,10,2,5
3156,Christopher,Perez,Family Membership,10,2,1
3157,Christina,Perry,Family Membership,10,1,4
3158,Joseph,Trujillo,Individual Membership,5,5,5
3159,Steven,Hess,Student Membership,10,4,5
3160,Michael,Garcia,Student Membership,10,2,0
3161,Beth,Woods,Individual Membership,5,4,5
3162,Alicia,Keith,Family Membership,10,4,5
3163,Lisa,Hill,Individual Membership,5,4,4
3164,Rachel,Oliver,Student Membership,10,3,4
3165,Courtney,Jackson,Individual Membership,5,2,3
3166,Amber,Brown,Student Membership,10,3,4
3167,Alyssa,Velazquez,Student Membership,10,1,5
3168,Alan,Flores,Individual Membership,5,4,2
3169,Darrell,Jones,Student Membership,10,4,2
3170,Karen,Howell,Individual Membership,5,1,5
3171,Tim,Collins,Individual Membership,5,5,2
3172,Tammy,Monroe,Individual Membership,5,4,0
3173,Bradley,Day,Student Membership,10,5,2
3174,Steven,Moses,Student Membership,10,3,3
3175,William,Miles,Individual Membership,5,2,3
3176,Derrick,Jones,Individual Membership,5,2,5
3177,Chad,Stone,Family Membership,10,5,0
3178,Raymond,Morse,Family Membership,10,5,5
3179,Benjamin,Perez,Student Membership,10,3,1
3180,Stacey,Jones,Student Membership,10,1,4
3181,Sharon,Murray,Individual Membership,5,4,3
3182,Steven,Davis,Individual Membership,5,1,5
3183,Christine,Robbins,Student Membership,10,3,1
3184,Brett,Moore,Student Membership,10,2,3
3185,Mary,Boyer,Individual Membership,5,3,0
3186,Jennifer,Ramos,Student Membership,10,3,3
3187,John,Alvarado,Individual Membership,5,2,1
3188,Kenneth,Hughes,Student Membership,10,1,5
3189,Charles,Howe,Student Membership,10,5,2
3190,Julia,Briggs,Student Membership,10,1,4
3191,Susan,Allen,Individual Membership,5,4,1
3192,Shane,Jones,Student Membership,10,4,0
3193,Jared,Robinson,Individual Membership,5,4,4
3194,Johnny,Harrison,Individual Membership,5,4,5
3195,David,Chavez,Student Membership,10,4,1
3196,James,Schaefer,Family Membership,10,3,4
3197,Thomas,Hicks,Family Membership,10,3,3
3198,Sherri,Lane,Individual Membership,5,5,4
3199,Alexander,Stein,Student Membership,10,2,1
3200,Jennifer,Fox,Family Membership,10,4,3
3201,Whitney,Levy,Student Membership,10,1,5
3202,Stephanie,Hancock,Family Membership,10,1,4
3203,Jill,Gregory,Student Membership,10,4,2
3204,Curtis,Moore,Student Membership,10,3,3
3205,Joshua,Kidd,Family Membership,10,5,5
3206,Joseph,Underwood,Family Membership,10,5,0
3207,Mark,Burns,Student Membership,10,3,5
3208,Brenda,Melendez,Family Membership,10,3,3
3209,Samantha,Ford,Family Membership,10,4,1
3210,Brian,Schwartz,Family Membership,10,4,3
3211,Samantha,Foley,Student Membership,10,4,4
3212,Ashley,Marshall,Student Membership,10,4,3
3213,Troy,Miles,Student Membership,10,1,1
3214,Brian,Dennis,Family Membership,10,5,2
3215,Eric,Wiggins,Student Membership,10,5,3
3216,Mary,Maxwell,Individual Membership,5,5,2
3217,Douglas,Romero,Family Membership,10,4,1
3218,Robert,Gardner,Individual Membership,5,3,3
3219,Brandon,Green,Family Membership,10,4,3
3220,John,Jones,Student Membership,10,5,1
3221,Lindsay,Jackson,Family Membership,10,2,0
3222,Matthew,Orozco,Family Membership,10,2,5
3223,Dawn,Rhodes,Student Membership,10,1,4
3224,Elizabeth,Bishop,Individual Membership,5,3,4
3225,Eric,Campbell,Family Membership,10,5,4
3226,Jasmine,Ellison,Family Membership,10,1,4
3227,Anthony,Harrell,Individual Membership,5,5,3
3228,John,Spencer,Student Membership,10,5,1
3229,Sarah,Mckenzie,Family Membership,10,4,5
3230,Laura,Lopez,Family Membership,10,1,0
3231,Maria,Lawson,Individual Membership,5,3,3
3232,Walter,James,Individual Membership,5,5,3
3233,Jennifer,Holmes,Family Membership,10,2,2
3234,Jeffery,Hays,Individual Membership,5,5,3
3235,Travis,Simpson,Student Membership,10,2,3
3236,Bobby,Manning,Family Membership,10,4,4
3237,Leah,Williams,Student Membership,10,2,3
3238,Sydney,Kane,Family Membership,10,1,2
3239,Aaron,Jackson,Individual Membership,5,5,3
3240,Joseph,Morris,Family Membership,10,3,5
3241,Cameron,Eaton,Family Membership,10,5,5
3242,Kenneth,Howard,Individual Membership,5,2,2
3243,Nicole,Lozano,Student Membership,10,5,0
3244,Louis,Gonzales,Individual Membership,5,3,3
3245,Linda,Ochoa,Individual Membership,5,2,0
3246,Rachel,Estrada,Individual Membership,5,1,2
3247,Jesse,Lee,Individual Membership,5,2,3
3248,Kenneth,Hansen,Individual Membership,5,2,0
3249,Nicholas,Benson,Student Membership,10,4,0
3250,Nancy,Castillo,Family Membership,10,3,3
3251,Tracy,Thompson,Individual Membership,5,5,1
3252,Monica,Kelly,Individual Membership,5,5,5
3253,Tammy,Johnson,Student Membership,10,2,2
3254,Matthew,Clarke,Family Membership,10,2,2
3255,Erika,Smith,Individual Membership,5,4,5
3256,Larry,Rivera,Student Membership,10,4,4
3257,Michael,Contreras,Student Membership,10,1,5
3258,William,Johnson,Individual Membership,5,1,4
3259,William,Wells,Family Membership,10,1,1
3260,Christine,Brown,Family Membership,10,4,0
3261,Rachel,Lowe,Individual Membership,5,5,0
3262,Lisa,Whitaker,Family Membership,10,1,2
3263,Joshua,Neal,Individual Membership,5,1,5
3264,Rebecca,Watson,Family Membership,10,1,2
3265,Emily,Kennedy,Family Membership,10,2,3
3266,Cindy,Phelps,Individual Membership,5,4,5
3267,Justin,Horne,Student Membership,10,2,5
3268,Nicholas,Hansen,Family Membership,10,1,2
3269,Derrick,Rubio,Family Membership,10,5,5
3270,Jesse,Romero,Student Membership,10,2,3
3271,Patrick,Clark,Family Membership,10,2,4
3272,Eric,Smith,Individual Membership,5,5,2
3273,Mary,Blair,Student Membership,10,2,4
3274,Terrance,Smith,Student Membership,10,3,1
3275,Rick,Weaver,Student Membership,10,1,4
3276,Regina,Alexander,Individual Membership,5,3,2
3277,Chelsea,Davis,Family Membership,10,4,1
3278,Jodi,Martin,Family Membership,10,1,4
3279,Shannon,Liu,Individual Membership,5,5,2
3280,Hannah,Diaz,Student Membership,10,5,5
3281,Taylor,Robinson,Individual Membership,5,1,5
3282,Glen,Walker,Student Membership,10,1,1
3283,John,Hill,Family Membership,10,1,2
3284,Joseph,Faulkner,Family Membership,10,3,3
3285,Elijah,Rhodes,Individual Membership,5,1,3
3286,Amy,Perez,Individual Membership,5,2,5
3287,Angelica,Walker,Family Membership,10,3,5
3288,Eric,Garza,Family Membership,10,2,1
3289,Ana,Phillips,Student Membership,10,3,2
3290,Katie,Nicholson,Family Membership,10,5,5
3291,April,Pena,Individual Membership,5,4,1
3292,Isaac,Carroll,Family Membership,10,2,1
3293,Rita,Kelly,Student Membership,10,5,2
3294,Carrie,Peterson,Student Membership,10,4,0
3295,Debra,Campbell,Individual Membership,5,3,1
3296,Sarah,Perez,Individual Membership,5,5,3
3297,Richard,Mclaughlin,Individual Membership,5,1,0
3298,Brittany,Strickland,Student Membership,10,3,1
3299,Briana,Lewis,Student Membership,10,4,1
3300,Stephanie,Reynolds,Student Membership,10,4,1
3301,Christine,Thomas,Student Membership,10,4,3
3302,Jennifer,Banks,Family Membership,10,4,3
3303,Jeremy,Logan,Student Membership,10,3,2
3304,Joe,Gardner,Individual Membership,5,2,4
3305,Michael,Calhoun,Individual Membership,5,3,3
3306,Robert,Smith,Family Membership,10,2,0
3307,Kenneth,Durham,Student Membership,10,2,1
3308,Travis,Brock,Family Membership,10,4,2
3309,Samuel,Shaffer,Individual Membership,5,1,2
3310,Kimberly,Martin,Individual Membership,5,3,3
3311,David,Kelly,Family Membership,10,1,3
3312,David,Peterson,Family Membership,10,2,5
3313,Ronald,Dodson,Family Membership,10,2,1
3314,John,Baker,Student Membership,10,3,5
3315,Timothy,Knight,Student Membership,10,1,2
3316,Jose,Lang,Student Membership,10,1,4
3317,Alisha,Snyder,Individual Membership,5,1,4
3318,Lee,Ferrell,Individual Membership,5,2,4
3319,Jordan,Anderson,Family Membership,10,1,5
3320,Melissa,Williams,Individual Membership,5,4,3
3321,Taylor,Moore,Student Membership,10,2,1
3322,Monica,Conner,Student Membership,10,1,3
3323,Sherri,Eaton,Family Membership,10,2,3
3324,Deborah,Harris,Student Membership,10,3,3
3325,Cindy,Torres,Individual Membership,5,3,5
3326,Hector,Myers,Family Membership,10,4,4
3327,Crystal,Lopez,Family Membership,10,1,3
3328,Sean,West,Family Membership,10,4,1
3329,Kenneth,Santiago,Student Membership,10,4,4
3330,Jeremy,Levy,Family Membership,10,5,5
3331,Thomas,Olson,Family Membership,10,4,4
3332,Robert,Williams,Student Membership,10,2,2
3333,Alexis,Jones,Individual Membership,5,5,1
3334,Gregory,Hines,Individual Membership,5,1,1
3335,Philip,Thomas,Student Membership,10,1,1
3336,Lucas,Villarreal,Family Membership,10,3,3
3337,Stephen,Reilly,Individual Membership,5,5,4
3338,Micheal,Collins,Student Membership,10,5,3
3339,Tonya,Ross,Student Membership,10,3,5
3340,Michael,Calhoun,Student Membership,10,5,2
3341,Mark,Le,Family Membership,10,4,4
3342,Amy,Navarro,Student Membership,10,1,5
3343,Lee,Wang,Student Membership,10,1,3
3344,Adam,Reed,Family Membership,10,1,4
3345,Danielle,Smith,Individual Membership,5,2,2
3346,Andrea,Pierce,Family Membership,10,2,3
3347,Andrew,Davis,Family Membership,10,1,3
3348,Lawrence,Evans,Individual Membership,5,2,5
3349,Martin,Kim,Student Membership,10,2,2
3350,Shawn,Lewis,Individual Membership,5,5,5
3351,Karen,Brown,Student Membership,10,4,3
3352,Debra,Dougherty,Family Membership,10,2,2
3353,Anthony,Scott,Individual Membership,5,4,4
3354,Christopher,Rose,Family Membership,10,2,5
3355,Laura,Garcia,Individual Membership,5,4,0
3356,Mary,Daniels,Student Membership,10,3,3
3357,Emma,Wilson,Student Membership,10,4,5
3358,Julia,Miller,Family Membership,10,4,2
3359,James,Powers,Individual Membership,5,4,3
3360,Mitchell,Morgan,Student Membership,10,2,2
3361,Melanie,Whitaker,Individual Membership,5,3,3
